,material_id,band_gap,is_gap_direct,symmetry.crystal_system
478,mp-699455,4.978899999999999,False,monoclinic
479,mp-738697,5.3507,False,triclinic
480,mp-1200028,0.061699999999999006,False,triclinic
481,mp-1199974,5.1093,True,tetragonal
482,mp-541732,5.1871,False,tetragonal
483,mp-558703,5.157599999999999,False,triclinic
484,mp-558775,5.0114,False,tetragonal
485,mp-24601,5.476000000000001,False,triclinic
486,mp-1200284,0.064099999999999,False,orthorhombic
487,mp-28693,2.1166,False,orthorhombic
488,mp-31408,5.8172999999999995,False,trigonal
489,mp-23426,2.800199999999999,True,orthorhombic
490,mp-1591,1.3154,False,trigonal
491,mp-10990,0.13470000000000001,False,orthorhombic
492,mp-13703,3.823299999999999,False,orthorhombic
493,mp-1190488,3.0642,True,monoclinic
494,mp-19348,1.7495,True,monoclinic
495,mp-1204107,3.862699999999999,True,orthorhombic
496,mp-1199608,0.871,True,cubic
497,mp-706709,5.5706,False,monoclinic
498,mp-709031,1.0314,False,triclinic
499,mp-1201890,0.012799999999999001,False,monoclinic
500,mp-3281,4.9384999999999994,False,orthorhombic
501,mp-570079,0.8374,False,hexagonal
502,mp-696529,4.3283000000000005,True,hexagonal
503,mp-6738,6.1148,False,hexagonal
504,mp-5798,0.115399999999999,False,trigonal
505,mp-9203,2.7127,False,cubic
506,mp-9535,2.5652,False,cubic
507,mp-1202099,1.1467,False,triclinic
508,mp-1190320,0.49010000000000004,False,trigonal
509,mp-775365,5.561,False,triclinic
510,mp-28759,2.7961,False,monoclinic
511,mp-1019381,4.9414,True,orthorhombic
512,mp-14506,1.0799,False,trigonal
513,mp-13875,2.8336,True,cubic
514,mp-744386,0.3811,False,monoclinic
515,mp-11794,0.825199999999999,False,orthorhombic
516,mp-9631,1.4090999999999991,False,hexagonal
517,mp-5782,1.8992,True,tetragonal
518,mp-7885,1.7077,False,trigonal
519,mp-14091,1.135199999999999,True,tetragonal
520,mp-14092,1.0469,True,tetragonal
521,mp-2172,1.503699999999999,False,cubic
522,mp-542678,3.8112,False,orthorhombic
523,mp-567734,2.1167,True,monoclinic
524,mp-558360,2.2534,False,monoclinic
525,mp-5189,3.865,False,trigonal
526,mp-7849,4.2634,True,tetragonal
527,mp-1194655,5.5447,False,monoclinic
528,mp-1200535,2.5429,False,monoclinic
529,mp-1205240,5.535500000000001,True,orthorhombic
530,mp-706662,1.2182,False,monoclinic
531,mp-1205009,3.3489,True,monoclinic
532,mp-1195438,0.018499999999999,True,cubic
533,mp-8110,5.8392,False,trigonal
534,mp-24757,5.4268,True,monoclinic
535,mp-558137,2.940799999999999,True,orthorhombic
536,mp-559276,3.0805,False,orthorhombic
537,mp-1190020,1.1162,False,triclinic
538,mp-1200931,0.8872,False,monoclinic
539,mp-31268,2.5722,True,triclinic
540,mp-672273,3.7568,False,monoclinic
541,mp-551918,2.977899999999999,False,trigonal
542,mp-561350,2.8305,False,tetragonal
543,mp-637206,2.542399999999999,False,tetragonal
544,mp-628665,2.1634,False,tetragonal
545,mp-23288,4.0992,True,monoclinic
546,mp-1202918,0.344199999999999,True,orthorhombic
547,mp-607454,2.5682,False,triclinic
548,mp-1105616,0.9859999999999991,False,monoclinic
549,mp-1102961,2.761,False,triclinic
550,mp-25469,5.263,False,monoclinic
551,mp-27863,5.593999999999999,False,orthorhombic
